,Date,Month,Personal Consumption Expenditure (billions of usd),Core CPI (index 1982-1984=100),Unemployment (%),Supply (thousand barrels per day),Imports (thousand barrels per day),Production (thousand barrels per day),Price of Barrel (usd),Staggered Price of Barrel
926,2008-08-15,08-2008,10094.7,216.393,6.1,20106,10991,5078,114.4,115.7
927,2008-08-22,08-2008,10094.7,216.393,6.1,20133,9979,4906,115.7,116.09
928,2008-08-29,08-2008,10094.7,216.393,6.1,20555,9830,5097,116.09,108.37
929,2008-09-05,09-2008,10043.5,216.713,6.1,19784,8581,4084,108.37,102.88
930,2008-09-12,09-2008,10043.5,216.713,6.1,19049,8510,3988,102.88,97.19
931,2008-09-19,09-2008,10043.5,216.713,6.1,18784,7143,3932,97.19,111.12
932,2008-09-26,09-2008,10043.5,216.713,6.1,18465,8989,3839,111.12,96.59
933,2008-10-03,10-2008,9960.3,216.78799999999998,6.5,18341,10346,4422,96.59,86.24
934,2008-10-10,10-2008,9960.3,216.78799999999998,6.5,18865,10161,4572,86.24,75.19
935,2008-10-17,10-2008,9960.3,216.78799999999998,6.5,19193,10400,4630,75.19,68.56
936,2008-10-24,10-2008,9960.3,216.78799999999998,6.5,19113,10337,4675,68.56,65.21
937,2008-10-31,10-2008,9960.3,216.78799999999998,6.5,19216,9972,4776,65.21,64.31
938,2008-11-07,11-2008,9820.8,216.947,6.8,19004,9503,4885,64.31,58.6
939,2008-11-14,11-2008,9820.8,216.947,6.8,18972,9871,4943,58.6,52.26
940,2008-11-21,11-2008,9820.8,216.947,6.8,19482,10959,5006,52.26,53.27
941,2008-11-28,11-2008,9820.8,216.947,6.8,19606,9504,5118,53.27,45.6
942,2008-12-05,12-2008,9730.7,216.925,7.3,19149,9959,5152,45.6,44.57
943,2008-12-12,12-2008,9730.7,216.925,7.3,20192,9673,4967,44.57,39.7
944,2008-12-19,12-2008,9730.7,216.925,7.3,20191,9118,4972,39.7,32.98
945,2008-12-26,12-2008,9730.7,216.925,7.3,20211,9249,4979,32.98,42.4
946,2009-01-02,01-2009,9783.8,217.34599999999998,7.8,19836,10485,4935,42.4,44.46
947,2009-01-09,01-2009,9783.8,217.34599999999998,7.8,18640,9729,4917,44.46,36.73
948,2009-01-16,01-2009,9783.8,217.34599999999998,7.8,19097,9866,5052,36.73,42.15
949,2009-01-23,01-2009,9783.8,217.34599999999998,7.8,20151,9708,5045,42.15,42.7
950,2009-01-30,01-2009,9783.8,217.34599999999998,7.8,20306,10037,5235,42.7,40.78
951,2009-02-06,02-2009,9766.0,217.792,8.3,19662,9652,5327,40.78,36.94
952,2009-02-13,02-2009,9766.0,217.792,8.3,19690,8793,5323,36.94,37.15
953,2009-02-20,02-2009,9766.0,217.792,8.3,19233,8769,5300,37.15,41.1
954,2009-02-27,02-2009,9766.0,217.792,8.3,19577,9028,5373,41.1,43.18
955,2009-03-06,03-2009,9718.5,218.253,8.7,18892,9121,5401,43.18,45.66
956,2009-03-13,03-2009,9718.5,218.253,8.7,18787,9180,5414,45.66,49.49
957,2009-03-20,03-2009,9718.5,218.253,8.7,19191,9384,5432,49.49,52.99
958,2009-03-27,03-2009,9718.5,218.253,8.7,18591,9554,5480,52.99,50.34
959,2009-04-03,04-2009,9724.8,218.706,9.0,18867,9332,5469,50.34,50.46
960,2009-04-10,04-2009,9724.8,218.706,9.0,18239,9391,5482,50.46,49.86
961,2009-04-17,04-2009,9724.8,218.706,9.0,18160,9855,5421,49.86,47.8
962,2009-04-24,04-2009,9724.8,218.706,9.0,18429,9824,5269,47.8,50.2
963,2009-05-01,05-2009,9748.9,218.90400000000002,9.4,18019,9920,5280,50.2,55.96
964,2009-05-08,05-2009,9748.9,218.90400000000002,9.4,18168,8708,5306,55.96,57.94
965,2009-05-15,05-2009,9748.9,218.90400000000002,9.4,18403,8791,5352,57.94,60.32
966,2009-05-22,05-2009,9748.9,218.90400000000002,9.4,18579,8778,5364,60.32,64.32
967,2009-05-29,05-2009,9748.9,218.90400000000002,9.4,17679,9646,5358,64.32,68.11
968,2009-06-05,06-2009,9806.9,219.112,9.5,18725,8970,5358,68.11,70.85
969,2009-06-12,06-2009,9806.9,219.112,9.5,18964,9037,5273,70.85,70.62
970,2009-06-19,06-2009,9806.9,219.112,9.5,17913,9284,5257,70.62,68.58
971,2009-06-26,06-2009,9806.9,219.112,9.5,18169,9363,5163,68.58,69.32
972,2009-07-03,07-2009,9841.7,219.263,9.5,18494,9224,5171,69.32,61.48
973,2009-07-10,07-2009,9841.7,219.263,9.5,18846,9549,5171,61.48,61.29
974,2009-07-17,07-2009,9841.7,219.263,9.5,18917,9203,5176,61.29,65.28
975,2009-07-24,07-2009,9841.7,219.263,9.5,18713,10024,5107,65.28,67.03
976,2009-07-31,07-2009,9841.7,219.263,9.5,19287,9287,5246,67.03,71.58
977,2009-08-07,08-2009,9961.0,219.49599999999998,9.6,18702,9530,5172,71.58,69.64
978,2009-08-14,08-2009,9961.0,219.49599999999998,9.6,19279,8113,5169,69.64,70.8
979,2009-08-21,08-2009,9961.0,219.49599999999998,9.6,19473,9225,5173,70.8,72.37
980,2009-08-28,08-2009,9961.0,219.49599999999998,9.6,19713,9576,5244,72.37,68.39
981,2009-09-04,09-2009,9883.4,219.92,9.8,19522,9095,5266,68.39,70.91
982,2009-09-11,09-2009,9883.4,219.92,9.8,19104,8903,5304,70.91,71.32
983,2009-09-18,09-2009,9883.4,219.92,9.8,18476,9794,5300,71.32,68.33
984,2009-09-25,09-2009,9883.4,219.92,9.8,18909,9533,5375,68.33,68.84
985,2009-10-02,10-2009,9931.9,220.50099999999998,10.0,18733,9098,5360,68.84,70.8
986,2009-10-09,10-2009,9931.9,220.50099999999998,10.0,18936,8731,5377,70.8,75.73
987,2009-10-16,10-2009,9931.9,220.50099999999998,10.0,18669,8699,5371,75.73,80.06
988,2009-10-23,10-2009,9931.9,220.50099999999998,10.0,18523,8890,5357,80.06,78.47
989,2009-10-30,10-2009,9931.9,220.50099999999998,10.0,19144,8126,5391,78.47,79.0
990,2009-11-06,11-2009,9940.5,220.666,9.9,18315,8656,5506,79.0,78.24
991,2009-11-13,11-2009,9940.5,220.666,9.9,18506,8579,5317,78.24,78.37
992,2009-11-20,11-2009,9940.5,220.666,9.9,18820,8950,5433,78.37,76.14
993,2009-11-27,11-2009,9940.5,220.666,9.9,18323,8401,5561,76.14,76.81
994,2009-12-04,12-2009,9998.9,220.88099999999997,9.9,18348,8137,5538,76.81,71.51
995,2009-12-11,12-2009,9998.9,220.88099999999997,9.9,19572,7772,5524,71.51,71.72
996,2009-12-18,12-2009,9998.9,220.88099999999997,9.9,19377,7707,5524,71.72,74.76
997,2009-12-25,12-2009,9998.9,220.88099999999997,9.9,19062,8027,5512,74.76,79.07
998,2010-01-01,01-2010,10001.8,220.63299999999998,9.8,18755,8355,5507,79.07,82.34
999,2010-01-08,01-2010,10001.8,220.63299999999998,9.8,18637,8895,5496,82.34,80.06
1000,2010-01-15,01-2010,10001.8,220.63299999999998,9.8,18736,8540,5404,80.06,76.62
1001,2010-01-22,01-2010,10001.8,220.63299999999998,9.8,18884,7867,5421,76.62,73.94
1002,2010-01-29,01-2010,10001.8,220.63299999999998,9.8,18742,8426,5403,73.94,74.57
1003,2010-02-05,02-2010,10030.6,220.731,9.8,19261,8342,5475,74.57,73.88
1004,2010-02-12,02-2010,10030.6,220.731,9.8,19092,8548,5482,73.88,78.25
1005,2010-02-19,02-2010,10030.6,220.731,9.8,19283,9084,5505,78.25,79.22
1006,2010-02-26,02-2010,10030.6,220.731,9.8,19618,9236,5510,79.22,80.19
1007,2010-03-05,03-2010,10089.1,220.783,9.9,19653,8492,5527,80.19,81.76
1008,2010-03-12,03-2010,10089.1,220.783,9.9,18832,8428,5540,81.76,81.44
1009,2010-03-19,03-2010,10089.1,220.783,9.9,19336,9397,5536,81.44,80.65
1010,2010-03-26,03-2010,10089.1,220.783,9.9,19021,9060,5489,80.65,83.01
1011,2010-04-02,04-2010,10112.9,220.822,9.9,18907,9561,5473,83.01,85.66
1012,2010-04-09,04-2010,10112.9,220.822,9.9,19012,8880,5475,85.66,84.34
1013,2010-04-16,04-2010,10112.9,220.822,9.9,18484,9613,5466,84.34,82.9
1014,2010-04-23,04-2010,10112.9,220.822,9.9,18428,9681,5488,82.9,84.22
1015,2010-04-30,04-2010,10112.9,220.822,9.9,19467,9951,5522,84.22,80.24
1016,2010-05-07,05-2010,10131.0,220.96200000000002,9.6,19320,9687,5533,80.24,74.98
1017,2010-05-14,05-2010,10131.0,220.96200000000002,9.6,19604,9829,5516,74.98,69.14
1018,2010-05-21,05-2010,10131.0,220.96200000000002,9.6,19714,9928,5540,69.14,70.62
1019,2010-05-28,05-2010,10131.0,220.96200000000002,9.6,20021,9455,5320,70.62,72.91
1020,2010-06-04,06-2010,10151.4,221.19400000000002,9.4,19316,9535,5445,72.91,73.44
1021,2010-06-11,06-2010,10151.4,221.19400000000002,9.4,19135,9699,5503,73.44,76.7
1022,2010-06-18,06-2010,10151.4,221.19400000000002,9.4,19498,10112,5501,76.7,77.06
1023,2010-06-25,06-2010,10151.4,221.19400000000002,9.4,18967,9481,5257,77.06,74.96
1024,2010-07-02,07-2010,10184.7,221.363,9.4,19599,9413,5414,74.96,74.39
1025,2010-07-09,07-2010,10184.7,221.363,9.4,18724,9281,5352,74.39,76.35
1026,2010-07-16,07-2010,10184.7,221.363,9.4,19281,9977,5460,76.35,77.56
1027,2010-07-23,07-2010,10184.7,221.363,9.4,19642,11153,5486,77.56,78.12
1028,2010-07-30,07-2010,10184.7,221.363,9.4,19302,9629,5440,78.12,81.79
1029,2010-08-06,08-2010,10228.2,221.50900000000001,9.5,19472,9441,5239,81.79,78.17
1030,2010-08-13,08-2010,10228.2,221.50900000000001,9.5,19415,9561,5352,78.17,74.84
1031,2010-08-20,08-2010,10228.2,221.50900000000001,9.5,19293,9881,5511,74.84,72.91
1032,2010-08-27,08-2010,10228.2,221.50900000000001,9.5,19590,9679,5602,72.91,74.02
1033,2010-09-03,09-2010,10249.0,221.71099999999998,9.5,19447,8885,5603,74.02,74.82
1034,2010-09-10,09-2010,10249.0,221.71099999999998,9.5,19216,9027,5573,74.82,75.62
1035,2010-09-17,09-2010,10249.0,221.71099999999998,9.5,19098,9322,5556,75.62,73.76
1036,2010-09-24,09-2010,10249.0,221.71099999999998,9.5,19754,9005,5562,73.76,78.41
1037,2010-10-01,10-2010,10304.7,221.83,9.4,18784,8926,5514,78.41,82.29
1038,2010-10-08,10-2010,10304.7,221.83,9.4,18714,8128,5528,82.29,82.16
1039,2010-10-15,10-2010,10304.7,221.83,9.4,18682,8600,5536,82.16,81.15
1040,2010-10-22,10-2010,10304.7,221.83,9.4,19366,9463,5540,81.15,82.03
1041,2010-10-29,10-2010,10304.7,221.83,9.4,19267,8578,5593,82.03,84.93
1042,2010-11-05,11-2010,10354.7,222.149,9.8,19609,8089,5596,84.93,86.91
1043,2010-11-12,11-2010,10354.7,222.149,9.8,18919,7864,5597,86.91,82.23
1044,2010-11-19,11-2010,10354.7,222.149,9.8,19010,9024,5581,82.23,82.28
1045,2010-11-26,11-2010,10354.7,222.149,9.8,18454,8446,5555,82.28,86.75
1046,2010-12-03,12-2010,10392.1,222.343,9.3,19936,9053,5582,86.75,88.5
1047,2010-12-10,12-2010,10392.1,222.343,9.3,20209,7690,5604,88.5,88.27
1048,2010-12-17,12-2010,10392.1,222.343,9.3,19981,8741,5598,88.27,89.66
1049,2010-12-24,12-2010,10392.1,222.343,9.3,20749,8813,5575,89.66,90.97
1050,2010-12-31,12-2010,10392.1,222.343,9.3,19059,8446,5598,90.97,89.54
1051,2011-01-07,01-2011,10435.5,222.803,9.1,18958,8895,5575,89.54,91.02
1052,2011-01-14,01-2011,10435.5,222.803,9.1,19113,8999,5205,91.02,89.75
1053,2011-01-21,01-2011,10435.5,222.803,9.1,19035,9385,5321,89.75,86.11
1054,2011-01-28,01-2011,10435.5,222.803,9.1,18787,9014,5568,86.11,89.52
1055,2011-02-04,02-2011,10470.1,223.213,9.0,19157,8909,5597,89.52,85.51
1056,2011-02-11,02-2011,10470.1,223.213,9.0,19793,8266,5610,85.51,84.13
1057,2011-02-18,02-2011,10470.1,223.213,9.0,19664,8106,5604,84.13,95.26
1058,2011-02-25,02-2011,10470.1,223.213,9.0,18958,8010,5591,95.26,101.05
1059,2011-03-04,03-2011,10550.5,223.454,9.0,19669,8300,5593,101.05,103.74
1060,2011-03-11,03-2011,10550.5,223.454,9.0,19111,8681,5591,103.74,99.79
1061,2011-03-18,03-2011,10550.5,223.454,9.0,19310,8987,5570,99.79,104.41
1062,2011-03-25,03-2011,10550.5,223.454,9.0,18605,9128,5568,104.41,105.08
1063,2011-04-01,04-2011,10587.6,223.727,9.1,19183,8950,5638,105.08,109.29
1064,2011-04-08,04-2011,10587.6,223.727,9.1,19258,8571,5635,109.29,107.75
1065,2011-04-15,04-2011,10587.6,223.727,9.1,19274,8053,5625,107.75,109.11
1066,2011-04-22,04-2011,10587.6,223.727,9.1,19588,9266,5610,109.11,112.3
1067,2011-04-29,04-2011,10587.6,223.727,9.1,18332,8877,5623,112.3,105.84
1068,2011-05-06,05-2011,10612.0,224.175,9.0,18164,8964,5609,105.84,99.87
1069,2011-05-13,05-2011,10612.0,224.175,9.0,18515,8570,5618,99.87,97.99
1070,2011-05-20,05-2011,10612.0,224.175,9.0,18916,9232,5583,97.99,99.55
1071,2011-05-27,05-2011,10612.0,224.175,9.0,19134,9518,5609,99.55,100.92
1072,2011-06-03,06-2011,10636.8,224.697,9.1,19222,8600,5633,100.92,100.05
1073,2011-06-10,06-2011,10636.8,224.697,9.1,18806,8638,5643,100.05,95.87
1074,2011-06-17,06-2011,10636.8,224.697,9.1,19037,9149,5650,95.87,92.7
1075,2011-06-24,06-2011,10636.8,224.697,9.1,18877,8878,5593,92.7,93.7
1076,2011-07-01,07-2011,10677.5,225.218,9.0,19232,9854,5520,93.7,97.12
1077,2011-07-08,07-2011,10677.5,225.218,9.0,18513,9000,5578,97.12,96.72
1078,2011-07-15,07-2011,10677.5,225.218,9.0,18853,9343,5591,96.72,98.01
1079,2011-07-22,07-2011,10677.5,225.218,9.0,18426,9840,5377,98.01,97.83
1080,2011-07-29,07-2011,10677.5,225.218,9.0,19641,9134,5523,97.83,90.85
1081,2011-08-05,08-2011,10700.6,225.862,9.0,20293,9100,5529,90.85,82.86
1082,2011-08-12,08-2011,10700.6,225.862,9.0,19414,9285,5561,82.86,85.36
1083,2011-08-19,08-2011,10700.6,225.862,9.0,19243,8808,5591,85.36,85.06
1084,2011-08-26,08-2011,10700.6,225.862,9.0,19562,9607,5598,85.06,88.07
1085,2011-09-02,09-2011,10738.1,226.118,9.0,19386,8565,5642,88.07,87.91
1086,2011-09-09,09-2011,10738.1,226.118,9.0,18654,8542,5083,87.91,88.93
1087,2011-09-16,09-2011,10738.1,226.118,9.0,19024,8351,5747,88.93,83.65
1088,2011-09-23,09-2011,10738.1,226.118,9.0,19083,9702,5756,83.65,81.18
1089,2011-09-30,09-2011,10738.1,226.118,9.0,19101,8700,5800,81.18,79.43
1090,2011-10-07,10-2011,10753.1,226.50599999999997,8.8,18737,9086,5878,79.43,85.35
1091,2011-10-14,10-2011,10753.1,226.50599999999997,8.8,18329,7921,5891,85.35,86.82
1092,2011-10-21,10-2011,10753.1,226.50599999999997,8.8,18884,9373,5876,86.82,92.32
1093,2011-10-28,10-2011,10753.1,226.50599999999997,8.8,18641,8954,5818,92.32,93.24
1094,2011-11-04,11-2011,10759.5,226.899,8.6,20037,8618,5846,93.24,96.97
1095,2011-11-11,11-2011,10759.5,226.899,8.6,19311,8565,5894,96.97,99.32
1096,2011-11-18,11-2011,10759.5,226.899,8.6,18585,8319,5887,99.32,96.89
1097,2011-11-25,11-2011,10759.5,226.899,8.6,17946,9061,5864,96.89,99.91
1098,2011-12-02,12-2011,10772.2,227.405,8.5,18308,9436,5861,99.91,100.08
1099,2011-12-09,12-2011,10772.2,227.405,8.5,18409,8322,5862,100.08,96.06
1100,2011-12-16,12-2011,10772.2,227.405,8.5,19324,7581,5862,96.06,97.74
1101,2011-12-23,12-2011,10772.2,227.405,8.5,18499,8990,5846,97.74,99.81
1102,2011-12-30,12-2011,10772.2,227.405,8.5,18023,9024,5851,99.81,102.39
1103,2012-01-06,01-2012,10862.1,227.877,8.3,17811,9907,5844,102.39,100.43
1104,2012-01-13,01-2012,10862.1,227.877,8.3,17902,8265,5726,100.43,99.95
1105,2012-01-20,01-2012,10862.1,227.877,8.3,19241,8853,5722,99.95,99.35
1106,2012-01-27,01-2012,10862.1,227.877,8.3,17704,8880,5720,99.35,97.8
1107,2012-02-03,02-2012,10953.5,228.03400000000002,8.3,17618,8413,5763,97.8,98.56
1108,2012-02-10,02-2012,10953.5,228.03400000000002,8.3,18655,8756,5819,98.56,101.73
1109,2012-02-17,02-2012,10953.5,228.03400000000002,8.3,18237,9091,5817,101.73,107.18
1110,2012-02-24,02-2012,10953.5,228.03400000000002,8.3,18256,9187,5814,107.18,107.52
1111,2012-03-02,03-2012,10951.8,228.47799999999998,8.2,18178,8712,5806,107.52,106.32
1112,2012-03-09,03-2012,10951.8,228.47799999999998,8.2,18571,8716,5830,106.32,106.15
1113,2012-03-16,03-2012,10951.8,228.47799999999998,8.2,17674,8224,5826,106.15,106.41
1114,2012-03-23,03-2012,10951.8,228.47799999999998,8.2,18204,9269,5821,106.41,105.12
1115,2012-03-30,03-2012,10951.8,228.47799999999998,8.2,18186,9774,6049,105.12,103.52
1116,2012-04-06,04-2012,10979.7,228.905,8.2,19005,8522,6040,103.52,102.55
1117,2012-04-13,04-2012,10979.7,228.905,8.2,18863,8718,6043,102.55,103.15
1118,2012-04-20,04-2012,10979.7,228.905,8.2,18756,8766,6113,103.15,103.78
1119,2012-04-27,04-2012,10979.7,228.905,8.2,18544,8822,6121,103.78,103.47
1120,2012-05-04,05-2012,10968.6,229.22400000000002,8.2,18603,8967,6136,103.47,96.98
1121,2012-05-11,05-2012,10968.6,229.22400000000002,8.2,19013,8881,6149,96.98,93.11
1122,2012-05-18,05-2012,10968.6,229.22400000000002,8.2,18683,8583,6239,93.11,90.88
1123,2012-05-25,05-2012,10968.6,229.22400000000002,8.2,18320,9056,6227,90.88,87.06
1124,2012-06-01,06-2012,10946.3,229.623,8.2,18226,8957,6245,87.06,84.43
1125,2012-06-08,06-2012,10946.3,229.623,8.2,19405,9117,6236,84.43,83.27
1126,2012-06-15,06-2012,10946.3,229.623,8.2,18599,9445,6353,83.27,81.11
1127,2012-06-22,06-2012,10946.3,229.623,8.2,19064,9118,6257,81.11,80.23
1128,2012-06-29,06-2012,10946.3,229.623,8.2,19601,8774,6094,80.23,85.74
1129,2012-07-06,07-2012,10977.2,229.97,8.2,18535,8626,6249,85.74,85.78
1130,2012-07-13,07-2012,10977.2,229.97,8.2,18596,8937,6245,85.78,90.34
1131,2012-07-20,07-2012,10977.2,229.97,8.2,19076,9633,6364,90.34,88.88
1132,2012-07-27,07-2012,10977.2,229.97,8.2,19150,8406,6320,88.88,89.1
1133,2012-08-03,08-2012,11004.1,230.233,8.1,18946,8627,6218,89.1,93.14
1134,2012-08-10,08-2012,11004.1,230.233,8.1,20026,8717,6181,93.14,94.43
1135,2012-08-17,08-2012,11004.1,230.233,8.1,18747,8207,6246,94.43,96.22
1136,2012-08-24,08-2012,11004.1,230.233,8.1,19116,9495,6258,96.22,95.68
1137,2012-08-31,08-2012,11004.1,230.233,8.1,18942,8035,5486,95.68,95.68
1138,2012-09-07,09-2012,11061.5,230.65900000000002,7.8,17999,8565,5526,95.68,97.56
1139,2012-09-14,09-2012,11061.5,230.65900000000002,7.8,18334,9848,6277,97.56,93.7
1140,2012-09-21,09-2012,11061.5,230.65900000000002,7.8,18315,7595,6509,93.7,91.35
1141,2012-09-28,09-2012,11061.5,230.65900000000002,7.8,18720,8106,6520,91.35,90.81
1142,2012-10-05,10-2012,11099.8,231.024,7.8,18719,8221,6598,90.81,91.42
1143,2012-10-12,10-2012,11099.8,231.024,7.8,19519,8347,6606,91.42,91.59
1144,2012-10-19,10-2012,11099.8,231.024,7.8,19136,8823,6610,91.59,86.35
1145,2012-10-26,10-2012,11099.8,231.024,7.8,18326,7922,6669,86.35,85.87
1146,2012-11-02,11-2012,11136.8,231.33,7.7,18371,8011,6677,85.87,85.98
1147,2012-11-09,11-2012,11136.8,231.33,7.7,19346,7870,6709,85.98,85.87
1148,2012-11-16,11-2012,11136.8,231.33,7.7,19437,7768,6710,85.87,87.4
1149,2012-11-23,11-2012,11136.8,231.33,7.7,18969,8118,6818,87.4,87.27
1150,2012-11-30,11-2012,11136.8,231.33,7.7,18337,8230,6817,87.27,87.0
1151,2012-12-07,12-2012,11140.5,231.725,7.9,18825,8499,6852,87.0,85.71
1152,2012-12-14,12-2012,11140.5,231.725,7.9,19955,8399,6863,85.71,88.24
1153,2012-12-21,12-2012,11140.5,231.725,7.9,18857,8025,6984,88.24,90.14
1154,2012-12-28,12-2012,11140.5,231.725,7.9,18894,7094,6985,90.14,92.77
1155,2013-01-04,01-2013,11202.8,232.229,8.0,17755,8342,7002,92.77,93.38
1156,2013-01-11,01-2013,11202.8,232.229,8.0,17954,8030,7041,93.38,94.58
1157,2013-01-18,01-2013,11202.8,232.229,8.0,18645,7730,6989,94.58,95.41
1158,2013-01-25,01-2013,11202.8,232.229,8.0,18681,8068,6993,95.41,97.33
1159,2013-02-01,02-2013,11239.6,232.56900000000002,7.7,18052,7569,6997,97.33,96.18
1160,2013-02-08,02-2013,11239.6,232.56900000000002,7.7,19048,7513,7064,96.18,96.95
1161,2013-02-15,02-2013,11239.6,232.56900000000002,7.7,18412,7689,7118,96.95,94.38
1162,2013-02-22,02-2013,11239.6,232.56900000000002,7.7,18680,7958,7096,94.38,92.19
1163,2013-03-01,03-2013,11227.1,232.794,7.5,18296,7308,7093,92.19,91.0
1164,2013-03-08,03-2013,11227.1,232.794,7.5,18597,7535,7159,91.0,92.7
1165,2013-03-15,03-2013,11227.1,232.794,7.5,17765,7317,7150,92.7,93.05
1166,2013-03-22,03-2013,11227.1,232.794,7.5,18873,8158,7151,93.05,96.08
1167,2013-03-29,03-2013,11227.1,232.794,7.5,18966,7931,7151,96.08,95.07
1168,2013-04-05,04-2013,11205.4,232.832,7.6,18121,7720,7181,95.07,93.36
1169,2013-04-12,04-2013,11205.4,232.832,7.6,18461,7431,7208,93.36,88.0
1170,2013-04-19,04-2013,11205.4,232.832,7.6,18610,7564,7326,88.0,91.0
1171,2013-04-26,04-2013,11205.4,232.832,7.6,17937,8166,7312,91.0,93.4
1172,2013-05-03,05-2013,11244.6,232.99599999999998,7.5,19100,7606,7369,93.4,95.84
1173,2013-05-10,05-2013,11244.6,232.99599999999998,7.5,18516,7623,7321,95.84,94.65
1174,2013-05-17,05-2013,11244.6,232.99599999999998,7.5,18846,8130,7258,94.65,94.76
1175,2013-05-24,05-2013,11244.6,232.99599999999998,7.5,18286,7817,7292,94.76,93.32
1176,2013-05-31,05-2013,11244.6,232.99599999999998,7.5,18779,7268,7300,93.32,94.25
1177,2013-06-07,06-2013,11268.8,233.35,7.5,17923,7850,7224,94.25,96.36
1178,2013-06-14,06-2013,11268.8,233.35,7.5,18419,8436,7129,96.36,96.65
1179,2013-06-21,06-2013,11268.8,233.35,7.5,18967,8298,7261,96.65,95.83
1180,2013-06-28,06-2013,11268.8,233.35,7.5,20392,7407,7267,95.83,100.65
1181,2013-07-05,07-2013,11296.7,233.88,7.3,19239,7525,7401,100.65,104.7
1182,2013-07-12,07-2013,11296.7,233.88,7.3,19467,7705,7490,104.7,106.88
1183,2013-07-19,07-2013,11296.7,233.88,7.3,19787,8032,7555,106.88,105.88
1184,2013-07-26,07-2013,11296.7,233.88,7.3,19664,8168,7542,105.88,105.54
1185,2013-08-02,08-2013,11329.2,234.33599999999998,7.2,19688,7914,7560,105.54,105.17
1186,2013-08-09,08-2013,11329.2,234.33599999999998,7.2,19088,7917,7571,105.17,106.97
1187,2013-08-16,08-2013,11329.2,234.33599999999998,7.2,19337,7951,7518,106.97,105.48
1188,2013-08-23,08-2013,11329.2,234.33599999999998,7.2,19449,8374,7609,105.48,108.33
1189,2013-08-30,08-2013,11329.2,234.33599999999998,7.2,18911,8255,7621,108.33,108.77
1190,2013-09-06,09-2013,11366.9,234.7,7.2,18360,8017,7745,108.77,108.36
1191,2013-09-13,09-2013,11366.9,234.7,7.2,19820,7578,7827,108.36,106.22
1192,2013-09-20,09-2013,11366.9,234.7,7.2,19261,7925,7777,106.22,103.1
1193,2013-09-27,09-2013,11366.9,234.7,7.2,18681,8363,7784,103.1,103.14
1194,2013-10-04,10-2013,11419.8,234.921,7.2,19044,8043,7809,103.14,102.7
1195,2013-10-11,10-2013,11419.8,234.921,7.2,18990,8004,7428,102.7,101.51
1196,2013-10-18,10-2013,11419.8,234.921,7.2,18269,7656,7896,101.51,97.57
1197,2013-10-25,10-2013,11419.8,234.921,7.2,20136,7459,7853,97.57,96.94
1198,2013-11-01,11-2013,11487.6,235.359,6.9,20223,7224,7858,96.94,94.31
1199,2013-11-08,11-2013,11487.6,235.359,6.9,20297,7844,7981,94.31,93.94
1200,2013-11-15,11-2013,11487.6,235.359,6.9,20438,7863,7974,93.94,93.92
1201,2013-11-22,11-2013,11487.6,235.359,6.9,19635,7718,8019,93.92,92.97
1202,2013-11-29,11-2013,11487.6,235.359,6.9,19973,7809,8011,92.97,96.21
1203,2013-12-06,12-2013,11517.9,235.75900000000001,6.7,18554,6862,8075,96.21,97.23
1204,2013-12-13,12-2013,11517.9,235.75900000000001,6.7,20996,7732,8058,97.23,97.85
1205,2013-12-20,12-2013,11517.9,235.75900000000001,6.7,20484,7535,8111,97.85,99.15
1206,2013-12-27,12-2013,11517.9,235.75900000000001,6.7,19004,7495,8121,99.15,96.47
1207,2014-01-03,01-2014,11503.7,235.96099999999998,6.6,18222,7961,8145,96.47,92.42
1208,2014-01-10,01-2014,11503.7,235.96099999999998,6.6,18858,6889,8159,92.42,92.98
1209,2014-01-17,01-2014,11503.7,235.96099999999998,6.6,18959,7544,8052,92.98,96.19
1210,2014-01-24,01-2014,11503.7,235.96099999999998,6.6,20047,8048,8044,96.19,97.29
1211,2014-01-31,01-2014,11503.7,235.96099999999998,6.6,19110,6887,8044,97.29,97.78
1212,2014-02-07,02-2014,11574.5,236.185,6.7,18541,7929,8132,97.78,100.21
1213,2014-02-14,02-2014,11574.5,236.185,6.7,18709,7421,8148,100.21,102.93
1214,2014-02-21,02-2014,11574.5,236.185,6.7,18283,7037,8059,102.93,102.77
1215,2014-02-28,02-2014,11574.5,236.185,6.7,18291,7112,8077,102.77,103.07
1216,2014-03-07,03-2014,11644.5,236.625,6.7,19027,7311,8182,103.07,99.55
1217,2014-03-14,03-2014,11644.5,236.625,6.7,18783,7309,8215,99.55,99.77
1218,2014-03-21,03-2014,11644.5,236.625,6.7,18257,7617,8190,99.77,100.66
1219,2014-03-28,03-2014,11644.5,236.625,6.7,18199,6831,8192,100.66,100.46
1220,2014-04-04,04-2014,11707.1,237.072,6.2,18289,7312,8229,100.46,102.72
1221,2014-04-11,04-2014,11707.1,237.072,6.2,18412,8271,8301,102.72,103.95
1222,2014-04-18,04-2014,11707.1,237.072,6.2,18051,7796,8360,103.95,102.11
1223,2014-04-25,04-2014,11707.1,237.072,6.2,18849,7483,8352,102.11,100.51
1224,2014-05-02,05-2014,11750.9,237.52900000000002,6.3,18552,6885,8350,100.51,100.29
1225,2014-05-09,05-2014,11750.9,237.52900000000002,6.3,19447,7127,8428,100.29,101.92
1226,2014-05-16,05-2014,11750.9,237.52900000000002,6.3,18855,6469,8434,101.92,103.82
